Historical Adjusted Price Data,,,,,,
"Actual historical data, 02-Jan-2023 to 31-Dec-2025. Stocks: Yahoo Finance/yfinance-derived adjusted prices. NIFTY 50: ^NSEI historical index close (for an index, Close is the adjusted-price series).",,,,,,
,,,,,,
Date,Reliance Industries,HDFC Bank,TCS,ICICI Bank,Infosys,NIFTY 50
15-Dec-2023,"₹1,232.93",₹793.10,"₹3,547.73","₹1,020.67","₹1,454.56","₹21,456.65"
18-Dec-2023,"₹1,245.48",₹792.69,"₹3,546.08","₹1,004.98","₹1,441.62","₹21,418.65"
19-Dec-2023,"₹1,263.81",₹791.35,"₹3,506.57",₹999.07,"₹1,436.04","₹21,453.10"
20-Dec-2023,"₹1,248.52",₹793.32,"₹3,473.35",₹990.42,"₹1,415.86","₹21,150.15"
21-Dec-2023,"₹1,266.01",₹807.54,"₹3,480.20",₹988.20,"₹1,415.49","₹21,255.05"
22-Dec-2023,"₹1,267.24",₹799.95,"₹3,513.73",₹978.26,"₹1,440.28","₹21,349.40"
26-Dec-2023,"₹1,273.67",₹805.50,"₹3,487.59",₹979.05,"₹1,422.82","₹21,441.35"
27-Dec-2023,"₹1,278.01",₹815.48,"₹3,501.97",₹986.09,"₹1,444.15","₹21,654.75"
28-Dec-2023,"₹1,287.25",₹816.42,"₹3,491.59",₹989.68,"₹1,440.05","₹21,778.70"
29-Dec-2023,"₹1,277.07",₹818.33,"₹3,485.62",₹980.53,"₹1,421.85","₹21,731.40"
01-Jan-2024,"₹1,279.69",₹812.99,"₹3,501.88",₹983.28,"₹1,429.64","₹21,741.90"
02-Jan-2024,"₹1,290.29",₹813.47,"₹3,476.24",₹966.41,"₹1,414.02","₹21,665.80"
03-Jan-2024,"₹1,276.26",₹800.93,"₹3,392.21",₹968.18,"₹1,373.10","₹21,517.35"
04-Jan-2024,"₹1,282.85",₹809.52,"₹3,369.29",₹971.23,"₹1,394.02","₹21,658.60"
05-Jan-2024,"₹1,288.31",₹805.38,"₹3,434.62",₹977.67,"₹1,412.31","₹21,710.80"
08-Jan-2024,"₹1,278.26",₹796.41,"₹3,379.86",₹966.16,"₹1,403.33","₹21,513.00"
09-Jan-2024,"₹1,274.88",₹790.21,"₹3,390.51",₹963.95,"₹1,409.32","₹21,544.85"
10-Jan-2024,"₹1,309.26",₹792.81,"₹3,411.79",₹977.04,"₹1,400.65","₹21,618.70"
11-Jan-2024,"₹1,343.70",₹789.49,"₹3,432.46",₹975.17,"₹1,376.97","₹21,647.20"
12-Jan-2024,"₹1,354.39",₹785.75,"₹3,567.76",₹987.32,"₹1,486.22","₹21,894.55"
15-Jan-2024,"₹1,377.51",₹800.88,"₹3,587.06",₹993.56,"₹1,522.48","₹22,097.45"
16-Jan-2024,"₹1,358.25",₹803.92,"₹3,548.01",₹992.78,"₹1,503.54","₹22,032.30"
17-Jan-2024,"₹1,345.35",₹736.10,"₹3,569.42",₹965.92,"₹1,511.52","₹21,571.95"
18-Jan-2024,"₹1,351.65",₹711.52,"₹3,585.96",₹970.44,"₹1,513.73","₹21,462.25"
19-Jan-2024,"₹1,351.16",₹704.10,"₹3,648.37",₹983.09,"₹1,529.02","₹21,622.40"
23-Jan-2024,"₹1,312.74",₹683.37,"₹3,569.90","₹1,012.45","₹1,513.31","₹21,238.80"
24-Jan-2024,"₹1,327.86",₹697.04,"₹3,554.68",₹983.09,"₹1,543.95","₹21,453.95"
25-Jan-2024,"₹1,336.95",₹686.98,"₹3,525.54",₹993.66,"₹1,538.15","₹21,352.60"
29-Jan-2024,"₹1,430.80",₹696.44,"₹3,516.93","₹1,000.01","₹1,526.63","₹21,737.60"
30-Jan-2024,"₹1,390.85",₹691.48,"₹3,516.52","₹1,000.50","₹1,521.88","₹21,522.10"
31-Jan-2024,"₹1,409.63",₹700.22,"₹3,530.76","₹1,011.57","₹1,530.59","₹21,725.70"
01-Feb-2024,"₹1,409.65",₹702.04,"₹3,566.11","₹1,008.62","₹1,527.04","₹21,697.45"
02-Feb-2024,"₹1,440.33",₹692.37,"₹3,669.88","₹1,007.49","₹1,560.50","₹21,853.80"
05-Feb-2024,"₹1,421.88",₹691.75,"₹3,676.36","₹1,006.99","₹1,554.83","₹21,771.70"
06-Feb-2024,"₹1,410.79",₹691.39,"₹3,826.90","₹1,009.85","₹1,593.76","₹21,929.40"
07-Feb-2024,"₹1,424.97",₹684.61,"₹3,778.23","₹1,005.67","₹1,560.86","₹21,930.50"
08-Feb-2024,"₹1,432.85",₹671.73,"₹3,825.14",₹973.35,"₹1,559.34","₹21,717.95"
09-Feb-2024,"₹1,443.34",₹672.00,"₹3,824.77",₹994.40,"₹1,538.38","₹21,782.50"
12-Feb-2024,"₹1,435.04",₹665.49,"₹3,812.74",₹980.04,"₹1,548.28","₹21,616.05"
13-Feb-2024,"₹1,447.64",₹667.62,"₹3,839.39","₹1,003.35","₹1,552.39","₹21,743.25"
14-Feb-2024,"₹1,463.72",₹662.64,"₹3,793.68","₹1,006.21","₹1,535.48","₹21,840.05"
15-Feb-2024,"₹1,453.08",₹677.00,"₹3,796.55","₹1,000.25","₹1,544.83","₹21,910.75"
16-Feb-2024,"₹1,443.17",₹679.80,"₹3,819.77","₹1,006.75","₹1,568.14","₹22,040.70"
19-Feb-2024,"₹1,456.44",₹678.46,"₹3,797.10","₹1,026.92","₹1,566.39","₹22,122.25"
20-Feb-2024,"₹1,453.50",₹696.27,"₹3,729.42","₹1,031.84","₹1,553.03","₹22,196.95"
21-Feb-2024,"₹1,450.21",₹689.02,"₹3,693.20","₹1,034.99","₹1,525.66","₹22,055.05"
22-Feb-2024,"₹1,464.09",₹679.63,"₹3,781.65","₹1,045.56","₹1,549.44","₹22,217.45"
23-Feb-2024,"₹1,475.83",₹680.14,"₹3,749.27","₹1,044.18","₹1,545.29","₹22,212.70"
26-Feb-2024,"₹1,469.60",₹680.95,"₹3,702.03","₹1,037.20","₹1,529.90","₹22,122.05"
27-Feb-2024,"₹1,467.95",₹679.92,"₹3,797.66","₹1,043.10","₹1,533.08","₹22,198.35"
28-Feb-2024,"₹1,438.28",₹674.77,"₹3,811.12","₹1,029.33","₹1,540.13","₹21,951.15"
29-Feb-2024,"₹1,443.39",₹671.90,"₹3,789.05","₹1,035.23","₹1,542.57","₹21,982.80"
01-Mar-2024,"₹1,474.35",₹685.00,"₹3,788.36","₹1,069.37","₹1,524.88","₹22,338.75"
04-Mar-2024,"₹1,489.44",₹685.93,"₹3,775.73","₹1,074.73","₹1,508.75","₹22,405.60"
05-Mar-2024,"₹1,482.32",₹689.83,"₹3,712.26","₹1,070.50","₹1,480.46","₹22,356.30"
06-Mar-2024,"₹1,485.09",₹690.67,"₹3,760.55","₹1,079.41","₹1,490.64","₹22,474.05"
07-Mar-2024,"₹1,461.30",₹692.35,"₹3,801.54","₹1,070.40","₹1,489.63","₹22,493.55"
11-Mar-2024,"₹1,449.12",₹683.58,"₹3,814.27","₹1,061.30","₹1,475.02","₹22,332.65"
12-Mar-2024,"₹1,457.84",₹698.78,"₹3,878.94","₹1,059.48","₹1,486.40","₹22,335.70"
13-Mar-2024,"₹1,415.11",₹699.19,"₹3,838.92","₹1,066.47","₹1,484.97","₹21,997.70"
14-Mar-2024,"₹1,414.42",₹696.82,"₹3,893.15","₹1,066.12","₹1,523.59","₹22,146.65"
15-Mar-2024,"₹1,401.33",₹695.48,"₹3,903.92","₹1,062.93","₹1,505.80","₹22,023.35"
18-Mar-2024,"₹1,422.32",₹692.32,"₹3,842.16","₹1,063.76","₹1,476.91","₹22,055.70"
19-Mar-2024,"₹1,408.27",₹693.90,"₹3,680.06","₹1,066.47","₹1,438.94","₹21,817.45"
20-Mar-2024,"₹1,426.55",₹685.14,"₹3,674.13","₹1,067.01","₹1,432.95","₹21,839.10"
21-Mar-2024,"₹1,433.69",₹692.18,"₹3,676.03","₹1,064.35","₹1,432.72","₹22,011.95"
22-Mar-2024,"₹1,437.69",₹690.79,"₹3,618.62","₹1,072.72","₹1,390.47","₹22,096.75"
26-Mar-2024,"₹1,424.40",₹682.43,"₹3,587.72","₹1,066.22","₹1,375.54","₹22,004.70"
27-Mar-2024,"₹1,475.06",₹689.76,"₹3,553.85","₹1,066.27","₹1,367.43","₹22,123.65"
28-Mar-2024,"₹1,468.15",₹693.21,"₹3,586.60","₹1,075.67","₹1,380.52","₹22,326.90"
01-Apr-2024,"₹1,467.08",₹704.03,"₹3,624.03","₹1,081.92","₹1,378.12","₹22,462.00"
02-Apr-2024,"₹1,469.23",₹708.65,"₹3,593.54","₹1,063.76","₹1,366.51","₹22,453.30"
03-Apr-2024,"₹1,454.07",₹709.68,"₹3,652.30","₹1,059.83","₹1,364.48","₹22,434.65"
04-Apr-2024,"₹1,445.49",₹731.36,"₹3,704.11","₹1,061.45","₹1,370.06","₹22,514.65"
05-Apr-2024,"₹1,442.70",₹741.87,"₹3,681.86","₹1,065.93","₹1,363.05","₹22,513.70"
08-Apr-2024,"₹1,468.27",₹740.46,"₹3,675.66","₹1,069.62","₹1,360.84","₹22,666.30"
09-Apr-2024,"₹1,446.21",₹741.39,"₹3,651.60","₹1,089.20","₹1,377.57","₹22,642.75"
10-Apr-2024,"₹1,461.95",₹735.55,"₹3,686.86","₹1,091.51","₹1,388.58","₹22,753.80"
12-Apr-2024,"₹1,449.67",₹727.22,"₹3,702.36","₹1,086.59","₹1,368.26","₹22,519.40"
15-Apr-2024,"₹1,447.37",₹715.61,"₹3,646.65","₹1,060.96","₹1,352.96","₹22,272.50"
16-Apr-2024,"₹1,448.28",₹722.58,"₹3,583.37","₹1,049.84","₹1,303.48","₹22,147.90"
18-Apr-2024,"₹1,446.88",₹715.61,"₹3,573.37","₹1,038.43","₹1,307.90","₹21,995.85"
19-Apr-2024,"₹1,452.61",₹733.14,"₹3,540.25","₹1,050.04","₹1,300.53","₹22,147.00"
22-Apr-2024,"₹1,462.22",₹723.99,"₹3,575.78","₹1,069.13","₹1,320.34","₹22,336.40"
23-Apr-2024,"₹1,441.94",₹721.79,"₹3,585.12","₹1,072.67","₹1,329.23","₹22,368.00"
24-Apr-2024,"₹1,432.90",₹723.75,"₹3,544.74","₹1,079.06","₹1,318.50","₹22,402.40"
25-Apr-2024,"₹1,442.58",₹723.30,"₹3,564.31","₹1,095.79","₹1,325.59","₹22,570.35"
26-Apr-2024,"₹1,435.24",₹722.84,"₹3,535.76","₹1,090.03","₹1,318.04","₹22,419.95"
29-Apr-2024,"₹1,447.57",₹732.27,"₹3,580.96","₹1,141.44","₹1,322.18","₹22,643.40"
30-Apr-2024,"₹1,449.52",₹727.77,"₹3,535.11","₹1,131.85","₹1,309.10","₹22,604.85"
02-May-2024,"₹1,449.08",₹733.59,"₹3,574.58","₹1,121.07","₹1,303.48","₹22,648.20"
03-May-2024,"₹1,416.91",₹727.53,"₹3,556.16","₹1,123.63","₹1,305.18","₹22,475.85"
06-May-2024,"₹1,402.61",₹728.99,"₹3,628.01","₹1,127.81","₹1,314.03","₹22,442.70"
07-May-2024,"₹1,384.78",₹721.10,"₹3,681.58","₹1,113.65","₹1,327.90","₹22,302.50"
08-May-2024,"₹1,401.65",₹709.84,"₹3,679.73","₹1,104.89","₹1,315.32","₹22,302.50"
09-May-2024,"₹1,377.51",₹693.02,"₹3,664.23","₹1,097.71","₹1,326.61","₹21,957.50"
10-May-2024,"₹1,390.65",₹697.82,"₹3,602.89","₹1,099.04","₹1,313.11","₹22,055.20"
13-May-2024,"₹1,385.99",₹706.24,"₹3,652.76","₹1,109.81","₹1,311.77","₹22,104.05"
14-May-2024,"₹1,403.15",₹709.01,"₹3,609.64","₹1,102.48","₹1,312.92","₹22,217.85"
15-May-2024,"₹1,399.40",₹698.11,"₹3,590.40","₹1,106.22","₹1,308.55","₹22,200.55"
16-May-2024,"₹1,408.37",₹708.67,"₹3,635.65","₹1,112.81","₹1,339.32","₹22,403.85"
17-May-2024,"₹1,418.59",₹710.54,"₹3,573.34","₹1,112.27","₹1,330.98","₹22,466.10"
21-May-2024,"₹1,419.01",₹707.96,"₹3,560.39","₹1,102.87","₹1,321.63","₹22,529.05"
22-May-2024,"₹1,443.25",₹708.16,"₹3,571.39","₹1,093.18","₹1,340.66","₹22,597.80"
23-May-2024,"₹1,468.34",₹724.37,"₹3,628.66","₹1,116.20","₹1,356.88","₹22,967.65"
24-May-2024,"₹1,462.61",₹736.30,"₹3,587.70","₹1,113.70","₹1,350.15","₹22,957.10"
27-May-2024,"₹1,448.78",₹741.40,"₹3,585.41","₹1,111.58","₹1,355.91","₹22,932.45"
28-May-2024,"₹1,438.85",₹742.76,"₹3,578.75","₹1,108.78","₹1,351.95","₹22,888.15"
29-May-2024,"₹1,423.61",₹731.99,"₹3,544.96","₹1,084.23","₹1,337.11","₹22,704.70"
30-May-2024,"₹1,407.87",₹735.16,"₹3,482.01","₹1,095.74","₹1,315.46","₹22,488.65"
31-May-2024,"₹1,413.36",₹743.27,"₹3,421.29","₹1,102.97","₹1,322.46","₹22,530.70"
03-Jun-2024,"₹1,492.33",₹763.00,"₹3,451.02","₹1,141.29","₹1,321.52","₹23,263.90"
04-Jun-2024,"₹1,380.63",₹719.78,"₹3,462.34","₹1,054.17","₹1,310.01","₹21,884.50"
05-Jun-2024,"₹1,403.82",₹753.10,"₹3,491.65","₹1,090.77","₹1,344.27","₹22,620.35"
06-Jun-2024,"₹1,414.54",₹756.93,"₹3,569.89","₹1,092.49","₹1,383.89","₹22,821.40"
07-Jun-2024,"₹1,452.43",₹763.55,"₹3,629.12","₹1,103.61","₹1,441.56","₹23,290.15"
10-Jun-2024,"₹1,453.87",₹757.71,"₹3,596.27","₹1,105.68","₹1,409.74","₹23,259.20"
11-Jun-2024,"₹1,439.32",₹759.41,"₹3,590.12","₹1,100.17","₹1,405.98","₹23,264.85"
12-Jun-2024,"₹1,445.89",₹763.94,"₹3,571.06","₹1,101.50","₹1,396.06","₹23,322.95"
13-Jun-2024,"₹1,447.79",₹767.15,"₹3,614.40","₹1,089.49","₹1,404.29","₹23,398.90"
14-Jun-2024,"₹1,459.94",₹774.98,"₹3,571.43","₹1,087.82","₹1,399.54","₹23,465.60"
18-Jun-2024,"₹1,463.38",₹780.27,"₹3,555.64","₹1,104.74","₹1,408.28","₹23,557.90"
19-Jun-2024,"₹1,441.27",₹804.56,"₹3,543.15","₹1,125.99","₹1,420.64","₹23,516.00"
20-Jun-2024,"₹1,456.14",₹810.14,"₹3,529.68","₹1,138.14","₹1,424.45","₹23,567.00"
21-Jun-2024,"₹1,436.87",₹808.40,"₹3,551.58","₹1,139.96","₹1,440.71","₹23,501.10"
24-Jun-2024,"₹1,424.30",₹811.62,"₹3,557.22","₹1,151.23","₹1,435.49","₹23,537.85"
25-Jun-2024,"₹1,436.82",₹830.53,"₹3,577.40","₹1,178.63","₹1,449.40","₹23,721.30"
26-Jun-2024,"₹1,495.98",₹825.75,"₹3,593.61","₹1,198.36","₹1,448.23","₹23,868.80"
27-Jun-2024,"₹1,512.31",₹823.15,"₹3,666.59","₹1,200.23","₹1,478.92","₹24,044.50"
28-Jun-2024,"₹1,546.75",₹817.16,"₹3,638.63","₹1,180.25","₹1,472.72","₹24,010.60"
01-Jul-2024,"₹1,541.56",₹827.54,"₹3,707.64","₹1,192.31","₹1,495.32","₹24,141.95"
02-Jul-2024,"₹1,546.53",₹839.87,"₹3,744.18","₹1,171.40","₹1,523.76","₹24,123.85"
03-Jul-2024,"₹1,533.93",₹858.33,"₹3,695.57","₹1,182.22","₹1,529.73","₹24,286.50"
04-Jul-2024,"₹1,535.51",₹838.19,"₹3,747.49","₹1,213.12","₹1,551.58","₹24,302.15"
05-Jul-2024,"₹1,569.70",₹799.83,"₹3,738.96","₹1,213.51","₹1,548.57","₹24,323.85"
08-Jul-2024,"₹1,581.82",₹793.64,"₹3,721.62","₹1,215.13","₹1,561.92","₹24,320.55"
09-Jul-2024,"₹1,571.33",₹794.20,"₹3,714.45","₹1,228.12","₹1,557.69","₹24,433.20"
10-Jul-2024,"₹1,565.35",₹789.15,"₹3,643.29","₹1,223.15","₹1,549.32","₹24,324.45"
11-Jul-2024,"₹1,561.82",₹787.12,"₹3,656.85","₹1,218.48","₹1,553.51","₹24,315.95"
12-Jul-2024,"₹1,577.70",₹787.50,"₹3,899.40","₹1,213.02","₹1,609.01","₹24,502.15"
15-Jul-2024,"₹1,578.19",₹787.21,"₹3,885.65","₹1,210.11","₹1,604.60","₹24,586.70"
16-Jul-2024,"₹1,557.47",₹786.07,"₹3,894.27","₹1,219.90","₹1,622.45","₹24,613.00"
18-Jul-2024,"₹1,567.77",₹783.67,"₹4,022.05","₹1,230.14","₹1,652.53","₹24,800.85"
19-Jul-2024,"₹1,536.62",₹780.03,"₹4,019.11","₹1,228.51","₹1,685.34","₹24,530.90"
22-Jul-2024,"₹1,482.79",₹797.14,"₹4,005.05","₹1,221.13","₹1,702.17","₹24,509.25"
23-Jul-2024,"₹1,470.17",₹785.42,"₹4,019.06","₹1,206.97","₹1,726.65","₹24,479.05"
24-Jul-2024,"₹1,477.88",₹778.45,"₹4,022.70","₹1,203.28","₹1,723.88","₹24,413.50"
25-Jul-2024,"₹1,474.62",₹784.54,"₹4,037.88","₹1,178.58","₹1,715.32","₹24,406.10"
26-Jul-2024,"₹1,491.04",₹785.30,"₹4,098.93","₹1,187.73","₹1,766.13","₹24,834.85"
29-Jul-2024,"₹1,501.99",₹778.94,"₹4,092.62","₹1,193.14","₹1,758.80","₹24,836.10"
30-Jul-2024,"₹1,495.12",₹784.03,"₹4,077.91","₹1,189.95","₹1,764.49","₹24,857.30"
31-Jul-2024,"₹1,487.49",₹784.13,"₹4,096.59","₹1,195.31","₹1,756.12","₹24,951.15"
01-Aug-2024,"₹1,497.24",₹795.32,"₹4,107.57","₹1,190.58","₹1,741.41","₹25,010.90"
02-Aug-2024,"₹1,481.46",₹805.19,"₹4,001.03","₹1,177.25","₹1,711.89","₹24,717.70"
05-Aug-2024,"₹1,430.08",₹784.13,"₹3,881.46","₹1,153.69","₹1,646.75","₹24,055.60"
06-Aug-2024,"₹1,438.70",₹777.07,"₹3,896.55","₹1,148.03","₹1,646.00","₹23,992.55"
07-Aug-2024,"₹1,447.37",₹787.89,"₹3,923.87","₹1,153.54","₹1,684.12","₹24,297.50"
08-Aug-2024,"₹1,431.86",₹797.21,"₹3,897.81","₹1,145.82","₹1,638.53","₹24,117.00"
09-Aug-2024,"₹1,456.73",₹800.85,"₹3,950.31","₹1,152.71","₹1,664.47","₹24,367.50"
12-Aug-2024,"₹1,443.22",₹805.65,"₹3,919.39","₹1,163.82","₹1,689.52","₹24,347.00"
13-Aug-2024,"₹1,446.19",₹778.04,"₹3,920.60","₹1,159.40","₹1,689.57","₹24,139.00"
14-Aug-2024,"₹1,444.43",₹780.27,"₹4,012.43","₹1,152.76","₹1,713.82","₹24,143.75"
16-Aug-2024,"₹1,460.59",₹792.07,"₹4,125.27","₹1,178.16","₹1,747.38","₹24,541.15"
19-Aug-2024,"₹1,475.66",₹791.80,"₹4,194.35","₹1,166.90","₹1,752.88","₹24,572.65"
20-Aug-2024,"₹1,483.14",₹794.78,"₹4,225.46","₹1,170.42","₹1,759.83","₹24,698.85"
21-Aug-2024,"₹1,485.84",₹789.01,"₹4,251.81","₹1,165.85","₹1,760.30","₹24,770.20"
22-Aug-2024,"₹1,485.30",₹791.68,"₹4,205.56","₹1,181.98","₹1,767.40","₹24,811.50"
23-Aug-2024,"₹1,487.13",₹788.64,"₹4,169.97","₹1,194.28","₹1,750.34","₹24,823.15"
26-Aug-2024,"₹1,499.65",₹795.88,"₹4,205.98","₹1,204.01","₹1,763.55","₹25,010.60"
27-Aug-2024,"₹1,487.60",₹794.81,"₹4,201.03","₹1,216.96","₹1,786.06","₹25,017.75"
28-Aug-2024,"₹1,485.47",₹794.49,"₹4,209.35","₹1,214.48","₹1,822.72","₹25,052.35"
29-Aug-2024,"₹1,507.90",₹795.20,"₹4,214.72","₹1,212.54","₹1,817.31","₹25,151.95"
30-Aug-2024,"₹1,496.70",₹794.40,"₹4,253.91","₹1,219.79","₹1,827.04","₹25,235.90"
02-Sep-2024,"₹1,503.27",₹789.57,"₹4,223.36","₹1,220.53","₹1,846.59","₹25,278.70"
03-Sep-2024,"₹1,496.20",₹794.61,"₹4,215.23","₹1,238.15","₹1,824.74","₹25,279.85"
04-Sep-2024,"₹1,501.58",₹796.77,"₹4,184.31","₹1,226.88","₹1,807.07","₹25,198.70"
05-Sep-2024,"₹1,480.19",₹798.55,"₹4,181.23","₹1,226.49","₹1,817.12","₹25,145.10"
06-Sep-2024,"₹1,452.28",₹794.42,"₹4,163.29","₹1,198.90","₹1,787.70","₹24,852.15"
09-Sep-2024,"₹1,449.93",₹799.05,"₹4,156.57","₹1,225.54","₹1,780.94","₹24,936.40"
10-Sep-2024,"₹1,449.01",₹800.92,"₹4,211.03","₹1,227.83","₹1,797.53","₹25,041.10"
11-Sep-2024,"₹1,439.07",₹797.79,"₹4,184.41","₹1,226.88","₹1,795.51","₹24,918.45"
12-Sep-2024,"₹1,467.13",₹808.81,"₹4,220.23","₹1,242.56","₹1,833.39","₹25,388.90"
13-Sep-2024,"₹1,460.02",₹808.49,"₹4,224.81","₹1,240.78","₹1,827.42","₹25,356.50"
16-Sep-2024,"₹1,458.75",₹810.92,"₹4,216.07","₹1,253.18","₹1,833.20","₹25,383.75"
17-Sep-2024,"₹1,459.69",₹809.88,"₹4,208.97","₹1,258.39","₹1,835.36","₹25,418.55"
18-Sep-2024,"₹1,450.92",₹822.49,"₹4,059.98","₹1,278.49","₹1,778.59","₹25,377.55"
19-Sep-2024,"₹1,457.09",₹829.14,"₹4,013.27","₹1,282.11","₹1,780.51","₹25,415.80"
20-Sep-2024,"₹1,473.20",₹845.01,"₹4,002.76","₹1,328.20","₹1,791.37","₹25,790.95"
23-Sep-2024,"₹1,480.59",₹854.04,"₹3,987.44","₹1,311.78","₹1,782.63","₹25,939.05"
24-Sep-2024,"₹1,476.62",₹858.04,"₹3,990.05","₹1,308.50","₹1,784.65","₹25,940.40"
25-Sep-2024,"₹1,481.16",₹863.41,"₹3,993.28","₹1,313.71","₹1,781.55","₹26,004.15"
26-Sep-2024,"₹1,485.12",₹865.52,"₹4,009.86","₹1,318.87","₹1,786.20","₹26,216.05"
27-Sep-2024,"₹1,513.11",₹850.57,"₹4,024.99","₹1,296.60","₹1,792.31","₹26,178.95"
30-Sep-2024,"₹1,463.93",₹840.57,"₹3,987.44","₹1,263.25","₹1,763.03","₹25,810.85"
01-Oct-2024,"₹1,452.28",₹837.73,"₹4,005.56","₹1,264.64","₹1,790.05","₹25,796.90"
03-Oct-2024,"₹1,394.93",₹816.28,"₹3,954.04","₹1,246.73","₹1,779.76","₹25,250.10"
04-Oct-2024,"₹1,374.65",₹804.47,"₹3,972.26","₹1,230.26","₹1,803.03","₹25,014.60"
07-Oct-2024,"₹1,358.99",₹785.13,"₹3,991.50","₹1,224.45","₹1,818.21","₹24,795.75"
08-Oct-2024,"₹1,385.39",₹801.26,"₹3,973.19","₹1,227.13","₹1,831.60","₹25,013.15"
09-Oct-2024,"₹1,362.83",₹792.58,"₹3,972.91","₹1,234.62","₹1,835.55","₹24,981.95"
10-Oct-2024,"₹1,359.31",₹806.77,"₹3,949.05","₹1,233.98","₹1,803.82","₹24,998.45"
11-Oct-2024,"₹1,360.35",₹801.24,"₹3,875.99","₹1,213.64","₹1,818.96","₹24,964.25"
14-Oct-2024,"₹1,360.77",₹819.24,"₹3,864.27","₹1,222.32","₹1,841.33","₹25,127.95"
15-Oct-2024,"₹1,332.52",₹817.30,"₹3,845.73","₹1,245.89","₹1,841.71","₹25,057.35"
16-Oct-2024,"₹1,342.48",₹824.92,"₹3,825.32","₹1,233.63","₹1,804.86","₹24,971.30"
17-Oct-2024,"₹1,344.81",₹811.99,"₹3,838.44","₹1,221.82","₹1,849.98","₹24,749.85"
18-Oct-2024,"₹1,347.66",₹816.21,"₹3,860.96","₹1,254.82","₹1,766.79","₹24,854.05"
21-Oct-2024,"₹1,357.48",₹838.95,"₹3,820.51","₹1,249.41","₹1,741.55","₹24,781.10"
22-Oct-2024,"₹1,331.85",₹832.08,"₹3,760.25","₹1,257.79","₹1,740.47","₹24,472.10"
23-Oct-2024,"₹1,327.06",₹842.39,"₹3,807.77","₹1,242.02","₹1,760.96","₹24,435.50"
24-Oct-2024,"₹1,328.33",₹849.11,"₹3,790.59","₹1,243.16","₹1,751.51","₹24,399.40"
25-Oct-2024,"₹1,316.48",₹846.08,"₹3,799.63","₹1,245.84","₹1,750.29","₹24,180.80"
28-Oct-2024,"₹1,322.93",₹841.62,"₹3,830.81","₹1,282.95","₹1,753.39","₹24,339.15"
29-Oct-2024,"₹1,328.53",₹850.18,"₹3,816.20","₹1,321.65","₹1,748.59","₹24,466.85"
30-Oct-2024,"₹1,332.39",₹841.81,"₹3,825.00","₹1,302.10","₹1,713.23","₹24,340.85"
31-Oct-2024,"₹1,320.65",₹842.34,"₹3,716.19","₹1,282.36","₹1,670.59","₹24,205.35"
01-Nov-2024,"₹1,327.19",₹843.12,"₹3,730.94","₹1,281.91","₹1,674.01","₹24,304.35"
04-Nov-2024,"₹1,291.00",₹831.86,"₹3,712.16","₹1,267.42","₹1,676.67","₹23,995.35"
05-Nov-2024,"₹1,294.12",₹853.09,"₹3,718.91","₹1,286.77","₹1,667.69","₹24,213.30"
06-Nov-2024,"₹1,314.00",₹851.83,"₹3,876.51","₹1,292.38","₹1,733.76","₹24,484.05"
07-Nov-2024,"₹1,294.47",₹847.61,"₹3,887.04","₹1,268.91","₹1,714.13","₹24,199.35"
08-Nov-2024,"₹1,272.76",₹851.44,"₹3,883.39","₹1,249.21","₹1,739.70","₹24,148.20"
11-Nov-2024,"₹1,261.80",₹857.19,"₹3,931.80","₹1,259.58","₹1,768.37","₹24,141.30"
12-Nov-2024,"₹1,263.34",₹833.85,"₹3,930.59","₹1,260.87","₹1,776.64","₹23,883.45"
13-Nov-2024,"₹1,241.33",₹815.97,"₹3,886.53","₹1,244.10","₹1,776.26","₹23,559.05"
14-Nov-2024,"₹1,256.75",₹821.50,"₹3,882.36","₹1,247.33","₹1,772.60","₹23,532.70"
18-Nov-2024,"₹1,249.96",₹827.49,"₹3,763.99","₹1,243.85","₹1,722.12","₹23,453.80"
19-Nov-2024,"₹1,231.02",₹845.52,"₹3,782.77","₹1,239.54","₹1,734.76","₹23,518.50"
21-Nov-2024,"₹1,212.53",₹845.01,"₹3,813.95","₹1,240.97","₹1,743.60","₹23,349.90"
22-Nov-2024,"₹1,254.57",₹847.15,"₹3,974.79","₹1,268.26","₹1,808.44","₹23,907.25"
25-Nov-2024,"₹1,275.98",₹866.56,"₹4,040.80","₹1,290.99","₹1,796.51","₹24,221.90"
26-Nov-2024,"₹1,284.61",₹866.54,"₹4,076.01","₹1,294.96","₹1,829.26","₹24,194.50"
27-Nov-2024,"₹1,282.13",₹879.52,"₹4,057.14","₹1,290.74","₹1,829.59","₹24,274.90"
28-Nov-2024,"₹1,259.92",₹870.22,"₹3,975.07","₹1,276.50","₹1,765.09","₹23,914.15"
29-Nov-2024,"₹1,281.14",₹871.63,"₹3,999.37","₹1,290.15","₹1,766.23","₹24,131.10"
02-Dec-2024,"₹1,297.94",₹875.83,"₹4,004.80","₹1,294.66","₹1,787.10","₹24,276.05"
03-Dec-2024,"₹1,311.97",₹886.31,"₹4,029.24","₹1,298.38","₹1,798.79","₹24,457.15"
04-Dec-2024,"₹1,297.74",₹902.72,"₹4,077.61","₹1,305.97","₹1,796.08","₹24,467.45"
05-Dec-2024,"₹1,310.73",₹905.46,"₹4,180.29","₹1,326.27","₹1,839.43","₹24,708.40"
